movie_title,release_date,genre,metascore
Boundaries,22-Jun-18,"Drama,Comedy",50
The Story of the Weeping Camel,04-Jun-04,"Drama,Family,Documentary",81
Tropical Malady,29-Jun-05,"Drama,Fantasy,Romance",78
Peter Pan,05-Feb-53,"Adventure,Fantasy,Animation,Family,Musical",76
Iris,14-Dec-01,"Biography,Drama,Romance",76
The Childhood of a Leader,22-Jul-16,"Drama,Mystery,Horror",68
The Vanishing,04-Jan-19,"Drama,Mystery,Thriller,Crime",64
Keane,09-Sep-05,"Drama,Mystery,Thriller",79
Jude,18-Oct-96,"Drama,Romance",68
The Color of Money,17-Oct-86,"Drama,Sport",77
Young@Heart,09-Apr-08,"Music,Documentary",75
Marina Abramovic: The Artist Is Present,13-Jun-12,"Biography,History,Documentary",74
Gonzo: The Life and Work of Dr. Hunter S. Thompson,04-Jul-08,"Biography,Music,Documentary",73
The Son's Room,25-Jan-02,"Drama,Mystery",73
The Boss of It All,23-May-07,Comedy,71
Beyond the Gates,09-Mar-07,"Drama,History",71
Raze,10-Jan-14,"Action,Horror",41
Pete Seeger: The Power of Song,14-Sep-07,"Music,Documentary",81
Tabloid,15-Jul-11,Documentary,74
The Eye,06-Jun-03,"Drama,Thriller,Horror",66
Landline,21-Jul-17,Comedy,66
Heartless,19-Nov-10,"Drama,Thriller,Fantasy,Horror",58
Battle in Heaven,17-Feb-06,"Drama,Romance",56
Bangkok Dangerous,23-Nov-01,"Action,Thriller,Romance,Crime",45
Ai Weiwei: Never Sorry,27-Jul-12,Documentary,81
Not One Less,18-Feb-00,"Drama,Comedy",73
The Nile Hilton Incident,11-Aug-17,"Drama,Thriller,Crime",70
Elaine Stritch: Shoot Me,21-Feb-14,Documentary,81
Oasis,07-May-04,"Drama,Romance",79
5 Broken Cameras,25-May-12,Documentary,78
Monos,13-Sep-19,"Drama,Thriller",78
Winnebago Man,09-Jul-10,"Comedy,Documentary",71
Chicken with Plums,17-Aug-12,"Drama,Comedy",69
A Coffee In Berlin,13-Jun-14,Drama,63
5x2,10-Jun-05,"Drama,Romance",62
The Keeping Room,25-Sep-15,Drama,58
Wrong,29-Mar-13,"Drama,Comedy",58
The Promise,30-Dec-05,"Action,Drama,Fantasy",53
Close,18-Jan-19,"Action,Thriller",51
Red Joan,19-Apr-19,"Biography,Drama,Thriller,Romance",45
Maiden,28-Jun-19,"Sport,Documentary",82
Requiem,20-Oct-06,Drama,82
The Untamed,21-Jul-17,"Sci-Fi,Drama,Thriller,Horror",72
The Incredible Jessica James,28-Jul-17,Comedy,72
Cat's Eye,12-Apr-85,"Thriller,Horror,Comedy",70
Baghead,25-Jul-08,"Drama,Horror,Comedy,Romance",62
The Pinochet Case,11-Sep-02,Documentary,84
The Forbidden Room,07-Oct-15,"Drama,Mystery,Comedy,Romance",83
The Measure of a Man,15-Apr-16,Drama,74
Girl Asleep,23-Sep-16,"Fantasy,Comedy,Family",67
6 Balloons,06-Apr-18,Drama,66
Peterloo,05-Apr-19,"Drama,History",66
Mr. Nice,03-Jun-11,"Drama,Comedy",60
The Extra Man,30-Jul-10,Comedy,56
Party Girl,09-Jun-95,Comedy,55
Kiss of the Damned,03-May-13,Horror,48
Kiss of the Spider Woman (re-release),29-Jun-01,Drama,80
The Art of the Steal,26-Feb-10,Documentary,75
The Rescuers,22-Jun-77,"Adventure,Fantasy,Comedy,Animation,Family",74
Meadowland,16-Oct-15,Drama,67
Nancy,08-Jun-18,"Drama,Mystery,Thriller",67
Kung Fu Killer,24-Apr-15,"Action,Thriller",66
Never Grow Old,15-Mar-19,"Action,Drama,Thriller,Western",65
California Solo,30-Nov-12,Drama,62
All Is True,21-Dec-18,"Biography,Drama,History",59
Breaking Away,20-Jul-79,"Drama,Sport,Comedy,Romance",91
On the Beach at Night Alone,17-Nov-17,Drama,80
Mountain Patrol,14-Apr-06,"Action,Drama",77
Shakespeare Behind Bars,10-Mar-06,Documentary,74
Body Double,26-Oct-84,"Mystery,Thriller",69
The Yes Men,24-Sep-04,Documentary,68
We Have Always Lived in the Castle,17-May-19,"Drama,Mystery,Thriller",63
Grabbers,19-Jul-13,"Sci-Fi,Thriller,Horror,Comedy",62
Beloved,16-Oct-98,"Drama,Mystery",57
Puppet Master: The Littlest Reich,17-Aug-18,"Horror,Comedy",52
Waiting for Lightning,07-Dec-12,Documentary,45
It Runs in the Family,25-Apr-03,Drama,44
The Letters,04-Dec-15,Drama,25
Twinsters,17-Jul-15,"Biography,Family,Documentary",81
Knife + Heart,15-Mar-19,"Drama,Thriller,Horror,Romance",69
Score: A Film Music Documentary,16-Jun-17,"Music,Documentary",67
Game Over: Kasparov and the Machine,03-Dec-04,Documentary,66
If a Tree Falls: A Story of the Earth Liberation Front,22-Jun-11,"History,Crime,Documentary,News",65
On a Clear Day,07-Apr-06,Drama,62
Art & Copy,21-Aug-09,Documentary,62
Brick Lane,20-Jun-08,Drama,61
Paradise: Faith,23-Aug-13,Drama,61
Some Girl(s),28-Jun-13,"Drama,Comedy",48
Andy Warhol: A Documentary Film,01-Sep-06,Documentary,86
Siddhartha (re-release),27-Sep-02,"Drama,Mystery",80
The Far Side of the Moon,02-Dec-05,Drama,76
Oklahoma City,03-Feb-17,"History,Documentary",74
Golden Door,25-May-07,"Adventure,Drama,Fantasy,Romance",74
The Brothers McMullen,18-Aug-95,"Drama,Comedy,Romance",73
4,07-Apr-06,Drama,72
Beeswax,07-Aug-09,"Drama,Comedy",69
Applause,21-Jan-11,Drama,68
Awesome; I Fuckin' Shot That!,31-Mar-06,"Music,Documentary",68
FernGully: The Last Rainforest,10-Apr-92,"Adventure,Thriller,Fantasy,Animation,Family",67
Land of Plenty,12-Oct-05,Drama,62
The Wedding Guest,01-Mar-19,Thriller,57
Nobody Walks,19-Oct-12,Drama,51
Tank 432,25-Nov-16,"Action,Thriller,Horror",43
Sweetwater,11-Oct-13,"Thriller,Western",38
The Cockettes,28-Jun-02,Documentary,77
The Big Red One (re-release),12-Nov-04,"Action,Drama,War",77
The Clay Bird,30-Apr-04,"Drama,History",75
The Rabbi's Cat,07-Dec-12,"Adventure,Animation",74
Presumed Innocent,27-Jul-90,"Mystery,Thriller",72
The Lottery,11-Jun-10,"Drama,Documentary,News",72
Diana Vreeland: The Eye Has to Travel,21-Sep-12,"Biography,Documentary",69
My King,12-Aug-16,"Drama,Romance",68
The Last House on the Left,30-Aug-72,"Thriller,Horror",68
An Affair of Love,11-Aug-00,"Drama,Romance",67
Whisky,04-Mar-05,"Drama,Comedy",66
Holy Hell,27-May-16,Documentary,64
Mail Order Wife,11-Mar-05,Comedy,61
A Kid Like Jake,01-Jun-18,"Drama,Family",60
Jackie & Ryan,03-Jul-15,Drama,55
On Any Sunday: The Next Chapter,07-Nov-14,"Action,Adventure,Sport,Documentary",53
The Affair of the Necklace,30-Nov-01,"Drama,History",42
O Jerusalem,17-Oct-07,Drama,39
Charade,05-Dec-63,"Mystery,Thriller,Comedy,Romance",83
This Divided State,19-Aug-05,Documentary,69
Marianne & Leonard: Words of Love,05-Jul-19,"Music,Documentary",69
The Perfect Age of Rock 'n' Roll,05-Aug-11,"Drama,Music",31
The Gospel According to Philip K. Dick,02-Mar-01,Documentary,27
Beautiful,29-Sep-00,"Drama,Comedy",23
At Berkeley,08-Nov-13,Documentary,81
Two Step,31-Jul-15,"Drama,Thriller,Crime",81
Blindsight,05-Mar-08,"Adventure,Documentary",72
Donald Cried,03-Mar-17,"Drama,Comedy",72
Anita,21-Mar-14,"Drama,History,Documentary",68
Cinemania,16-May-03,Documentary,67
Flanders,18-May-07,"Drama,War",67
Faster,23-Apr-04,Documentary,57
Little Accidents,16-Jan-15,Drama,56
The Eye of the Storm,07-Sep-12,Drama,55
Viceroy's House,01-Sep-17,"Biography,Drama,History",53
"3, 2, 1... Frankie Go Boom",12-Oct-12,Comedy,51
Trash Fire,03-Nov-16,"Horror,Comedy,Romance",42
Star Wars: Episode IV - A New Hope,25-May-77,"Action,Adventure,Sci-Fi,Fantasy",90
The Hunger Games,23-Mar-12,"Action,Adventure,Sci-Fi,Drama,Thriller",68
Looper,28-Sep-12,"Action,Sci-Fi,Thriller,Crime",84
Ex Machina,10-Apr-15,"Sci-Fi,Drama,Thriller",78
Juno,05-Dec-07,"Drama,Comedy",81
Black Swan,03-Dec-10,"Drama,Thriller",79
The Incredibles,05-Nov-04,"Action,Adventure,Animation,Family",90
Blade Runner,25-Jun-82,"Action,Sci-Fi,Thriller",89
Harry Potter and the Goblet of Fire,18-Nov-05,"Adventure,Mystery,Fantasy,Family",81
Saving Private Ryan,24-Jul-98,"Action,Drama,War",91
Harry Potter and the Order of the Phoenix,11-Jul-07,"Adventure,Mystery,Fantasy,Family",71
X-Men: The Last Stand,26-May-06,"Action,Sci-Fi,Thriller",58
Coco,22-Nov-17,"Adventure,Mystery,Fantasy,Horror,Comedy,Music,Animation,Family,Musical",81
War for the Planet of the Apes,14-Jul-17,"Action,Adventure,Sci-Fi,Drama,Thriller,War",82
The Jungle Book,15-Apr-16,"Adventure,Drama,Fantasy,Family,Musical",77
Captain Phillips,11-Oct-13,"Action,Adventure,Biography,Drama,Thriller,Crime",83
Creed,25-Nov-15,"Drama,Sport",82
True Grit,22-Dec-10,"Drama,Western",80
Fargo,08-Mar-96,"Drama,Thriller,Crime",85
Beauty and the Beast,17-Mar-17,"Fantasy,Romance,Family,Musical",65
Room,16-Oct-15,Drama,86
Dallas Buyers Club,01-Nov-13,"Biography,Drama,History",84
Tropic Thunder,13-Aug-08,"Action,Adventure,Comedy,War",71
Bad Boys II,18-Jul-03,"Action,Thriller,Comedy,Crime",38
Being John Malkovich,29-Oct-99,"Drama,Fantasy,Comedy,Romance",90
Ghost Rider,16-Feb-07,"Action,Thriller,Fantasy",35
The Fighter,10-Dec-10,"Drama,Sport",79
Public Enemies,01-Jul-09,"Biography,Drama,History,Thriller,Romance,Crime",70
3:10 to Yuma,07-Sep-07,"Action,Drama,Crime,Western",76
Isle of Dogs,23-Mar-18,"Adventure,Sci-Fi,Drama,Fantasy,Comedy,Animation",82
Anchorman 2: The Legend Continues,18-Dec-13,Comedy,61
House of Flying Daggers,03-Dec-04,"Action,Adventure,Drama,Fantasy,Romance",89
Seven Psychopaths,12-Oct-12,"Drama,Comedy,Crime",66
Sully,09-Sep-16,"Biography,Drama",74
A.I. Artificial Intelligence,29-Jun-01,"Adventure,Sci-Fi,Drama",65
Adventureland,03-Apr-09,"Drama,Comedy,Romance",76
The Woman in Black,03-Feb-12,"Drama,Thriller,Horror",62
Jack and Jill,11-Nov-11,Comedy,23
Hulk,20-Jun-03,"Action,Sci-Fi,Thriller",54
Darkest Hour,22-Nov-17,"Biography,Drama,History,War",75
Superman,15-Dec-78,"Action,Adventure,Sci-Fi,Thriller",80
Inside Man,24-Mar-06,"Drama,Thriller,Crime",76
Traffic,27-Dec-00,"Drama,Thriller,Crime",86
Paddington,16-Jan-15,"Comedy,Family",77
Hot Tub Time Machine,26-Mar-10,"Sci-Fi,Comedy",63
Date Night,09-Apr-10,"Thriller,Comedy,Romance",56
Punch-Drunk Love,11-Oct-02,"Drama,Comedy,Romance",78
The Spectacular Now,02-Aug-13,"Drama,Comedy,Romance",82
Dinner for Schmucks,30-Jul-10,Comedy,56
Green Zone,12-Mar-10,"Action,Drama,Thriller,War",63
Adaptation.,06-Dec-02,"Drama,Comedy,Crime",83
The Monuments Men,07-Feb-14,"Action,Adventure,Biography,Drama,History,Thriller,Comedy,War",52
The Hitchhiker's Guide to the Galaxy,29-Apr-05,"Adventure,Sci-Fi,Comedy",63
Jack Ryan: Shadow Recruit,17-Jan-14,"Action,Drama,Mystery,Thriller",57
A Monster Calls,23-Dec-16,"Drama,Fantasy",76
Unforgiven,07-Aug-92,"Drama,Crime,Western",85
The Bling Ring,14-Jun-13,"Drama,Comedy,Crime",66
Philomena,22-Nov-13,Drama,77
Chicago,27-Dec-02,"Drama,Comedy,Crime,Musical",82
Invictus,11-Dec-09,"Biography,Drama,History,Sport",74
The LEGO Movie 2: The Second Part,08-Feb-19,"Action,Adventure,Fantasy,Comedy,Animation,Family,Musical",65
Premium Rush,24-Aug-12,"Action,Thriller",66
Flushed Away,03-Nov-06,"Adventure,Comedy,Animation,Family",74
The Legend of Hercules,10-Jan-14,"Action,Adventure",22
Little Children,06-Oct-06,"Drama,Romance",75
The Orphanage,28-Dec-07,"Drama,Mystery,Thriller,Horror",74
Safety Not Guaranteed,08-Jun-12,Comedy,72
Miss Congeniality,22-Dec-00,"Action,Comedy,Crime",43
Frost/Nixon,05-Dec-08,"Drama,History",80
Filth,30-May-14,"Drama,Comedy,Crime",56
Monty Python's Life of Brian,17-Aug-79,Comedy,77
Macbeth,04-Dec-15,"Drama,War",71
Amy,03-Jul-15,"Biography,Music,Documentary",85
Long Shot,03-May-19,"Comedy,Romance",67
Bernie,27-Apr-12,"Drama,Comedy,Crime",75
A Most Wanted Man,25-Jul-14,Thriller,73
The Rage: Carrie 2,12-Mar-99,"Drama,Thriller,Fantasy,Horror",42
Monsters,29-Oct-10,"Sci-Fi,Drama,Thriller,Horror,Romance",63
Inland Empire,06-Dec-06,"Drama,Mystery,Thriller",72
Anna Karenina,16-Nov-12,Drama,63
God's Not Dead 2,01-Apr-16,Drama,22
Song of the Sea,19-Dec-14,"Fantasy,Animation,Family",85
Incendies,22-Apr-11,Drama,80
I Love You Phillip Morris,03-Dec-10,"Drama,Comedy,Romance",65
Tusk,19-Sep-14,"Drama,Horror,Comedy",55
Nick and Norah's Infinite Playlist,03-Oct-08,"Drama,Comedy,Romance,Music",64
Muppets Most Wanted,21-Mar-14,"Adventure,Comedy,Crime,Family,Musical",61
Café Society,15-Jul-16,"Drama,Comedy,Romance",64
Calvary,01-Aug-14,"Drama,Comedy",77
The Wailing,03-Jun-16,"Mystery,Thriller,Fantasy,Horror",81
Free Fire,21-Apr-17,"Action,Drama,Thriller,Comedy,Crime",63
House of the Dead,10-Oct-03,"Action,Thriller,Horror",15
Alvin and the Chipmunks: The Squeakquel,23-Dec-09,"Fantasy,Comedy,Romance,Music,Animation,Family",41
Blackhat,16-Jan-15,"Action,Drama,Mystery,Thriller,Crime",51
Death at a Funeral,17-Aug-07,Comedy,67
Waking Life,19-Oct-01,"Drama,Mystery,Fantasy,Animation",82
The White Ribbon,30-Dec-09,"Drama,Mystery,Crime",82
Joe,11-Apr-14,Drama,74
The Fly,15-Aug-86,"Sci-Fi,Thriller,Horror",79
Enough Said,18-Sep-13,Comedy,78
Lakeview Terrace,19-Sep-08,"Drama,Thriller,Crime",47
The Inbetweeners Movie,07-Sep-12,Comedy,44
Elephant,24-Oct-03,"Drama,Crime",70
The Skeleton Twins,12-Sep-14,Drama,74
From Hell,19-Oct-01,"Mystery,Thriller,Crime",54
Turtles Can Fly,18-Feb-05,"Drama,War",85
Suburbicon,27-Oct-17,"Drama,Mystery,Thriller,Comedy,Crime",42
The Bad Lieutenant: Port of Call - New Orleans,20-Nov-09,"Drama,Crime",69
Valhalla Rising,16-Jul-10,"Action,Adventure",61
Only the Brave,20-Oct-17,"Biography,Drama",72
Memories of Murder,24-Jun-05,"Drama,Mystery,Thriller,Crime",82
The LEGO Ninjago Movie,22-Sep-17,"Action,Adventure,Comedy,Animation,Family",55
The Wild,14-Apr-06,"Adventure,Comedy,Animation,Family",47
Ghost Town,19-Sep-08,"Fantasy,Comedy,Romance",72
Winnie the Pooh,15-Jul-11,"Animation,Family",74
The Cove,31-Jul-09,"Drama,Documentary",84
Pi,10-Jul-98,"Sci-Fi,Drama,Thriller",72
Jane Eyre,11-Mar-11,"Drama,Romance",76
It's a Wonderful Life,07-Jan-47,"Drama,Fantasy,Family",89
Superman IV: The Quest for Peace,24-Jul-87,"Action,Adventure,Sci-Fi,Fantasy,Family",24
The Straight Story,15-Oct-99,"Adventure,Biography,Drama",86
The Manchurian Candidate,30-Jul-04,"Drama,Mystery,Thriller",76
Stronger,22-Sep-17,"Biography,Drama",76
Spy Kids 3-D: Game Over,25-Jul-03,"Action,Adventure,Sci-Fi,Comedy,Family",57
I don't feel at home in this world anymore.,24-Feb-17,"Drama,Thriller,Comedy,Crime",75
You Can Count on Me,10-Nov-00,Drama,85
The Spy Who Dumped Me,03-Aug-18,"Action,Adventure,Comedy",52
Moonstruck,18-Dec-87,"Drama,Comedy,Romance",83
Weekend,23-Sep-11,Drama,81
Superman III,17-Jun-83,"Action,Adventure,Sci-Fi,Fantasy,Comedy",44
99 Homes,25-Sep-15,"Drama,Thriller",76
Say Anything...,04-Apr-89,"Drama,Comedy,Romance",85
Win Win,18-Mar-11,Comedy,75
Boy Erased,02-Nov-18,"Biography,Drama",69
Spy Kids 2: Island of Lost Dreams,07-Aug-02,"Action,Adventure,Sci-Fi,Comedy,Family",66
The Visitor,11-Apr-08,"Drama,Romance,Crime,Music",79
Sunshine Cleaning,13-Mar-09,"Drama,Comedy",61
Animal House,28-Jul-78,"Comedy,Romance",79
Hotel Artemis,08-Jun-18,"Action,Thriller,Crime",58
"Food, Inc.",12-Jun-09,Documentary,80
"I, Daniel Blake",23-Dec-16,Drama,78
Palo Alto,09-May-14,Drama,69
2 Days in Paris,10-Aug-07,"Drama,Comedy,Romance",67
Sleepless in Seattle,25-Jun-93,"Drama,Comedy,Romance",72
Footloose,14-Oct-11,"Drama,Comedy,Musical",58
God's Own Country,25-Oct-17,"Drama,Romance",85
Ma,31-May-19,"Drama,Thriller,Horror",53
The Namesake,09-Mar-07,Drama,82
Once Upon a Time in Anatolia,04-Jan-12,Drama,82
Wings of Desire,06-May-88,"Drama,Fantasy,Romance",79
P2,09-Nov-07,Thriller,37
The Wind That Shakes the Barley,16-Mar-07,"Drama,History,War",82
Control,10-Oct-07,"Biography,Drama,Music",78
Ready or Not,21-Aug-19,"Mystery,Thriller,Horror,Comedy",64
The Innkeepers,03-Feb-12,"Thriller,Horror",64
Everything Must Go,13-May-11,"Drama,Comedy",65
Good Boys,16-Aug-19,"Adventure,Comedy",60
Mars Needs Moms,11-Mar-11,"Adventure,Sci-Fi,Comedy,Animation,Family",49
My Neighbor Totoro,16-Apr-88,"Fantasy,Animation,Family",86
Ghost Stories,20-Apr-18,"Drama,Horror",68
Laggies,24-Oct-14,"Drama,Comedy,Romance",63
Take This Waltz,29-Jun-12,"Drama,Comedy",68
Ali,25-Dec-01,"Biography,Drama,Sport",65
The Lords of Salem,19-Apr-13,"Thriller,Horror",57
About Last Night,14-Feb-14,"Drama,Comedy,Romance",62
1922,20-Oct-17,"Drama,Mystery,Thriller,Horror,Crime",70
Cabaret,13-Feb-72,"Drama,Romance,Music,Musical",80
The Perfection,24-May-19,"Drama,Thriller,Horror",60
The Messenger,13-Nov-09,"Drama,Romance,War",77
Kill List,03-Feb-12,"Thriller,Horror",67
Cargo,18-May-18,"Drama,Thriller",65
Home Sweet Hell,13-Mar-15,"Drama,Comedy",22
Jiro Dreams of Sushi,09-Mar-12,Documentary,77
After the Wedding,30-Mar-07,Drama,78
A Mighty Heart,22-Jun-07,"Biography,Drama,History,Thriller,War",74
Diary of a Wimpy Kid: The Long Haul,19-May-17,"Comedy,Family",39
Say It Isn't So,23-Mar-01,"Comedy,Romance",21
Welcome to Me,01-May-15,"Drama,Comedy",69
A Guide to Recognizing Your Saints,29-Sep-06,"Drama,Crime",67
In a Valley of Violence,21-Oct-16,Western,64
Spartacus,19-Oct-60,"Adventure,Biography,Drama,History,War",87
The Breadwinner,17-Nov-17,"Drama,Animation,Family",78
Casa de mi Padre,16-Mar-12,Comedy,52
Lilya 4-Ever,18-Apr-03,"Drama,Crime",82
Land of Mine,09-Dec-16,"Drama,History,War",75
Ben Is Back,07-Dec-18,Drama,66
Diana,01-Nov-13,"Biography,Drama,Romance",35
Cartel Land,03-Jul-15,"Action,Drama,War,Documentary",76
Gremlins,08-Jun-84,"Fantasy,Horror,Comedy",70
The Mermaid,19-Feb-16,"Sci-Fi,Drama,Fantasy,Romance",69
22-Jul,10-Oct-18,"Biography,Drama,History,Thriller,Crime",69
The Birds,29-Mar-63,"Drama,Mystery,Horror,Romance",87
Tyler Perry's Temptation,29-Mar-13,Drama,26
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,19-Dec-03,"War,Documentary",87
Passion,30-Aug-13,"Drama,Mystery,Thriller,Crime",53
Underclassman,02-Sep-05,"Action,Drama,Thriller,Comedy,Crime",19
A Room with a View,01-Apr-86,"Drama,Comedy,Romance",80
Fireworks Wednesday (2006),16-Mar-16,"Drama,Mystery",84
Still Walking,21-Aug-09,Drama,89
Zero Days,08-Jul-16,Documentary,77
This Film Is Not Yet Rated,01-Sep-06,Documentary,75
First They Killed My Father,15-Sep-17,"Biography,Drama,History",72
Rare Exports: A Christmas Tale,03-Dec-10,"Action,Fantasy,Comedy",71
Escape from New York,10-Jul-81,"Action,Sci-Fi",76
Bears,18-Apr-14,Documentary,68
Universal Soldier: Day of Reckoning,30-Nov-12,"Action,Sci-Fi,Thriller",58
Imagine That,12-Jun-09,"Drama,Fantasy,Comedy,Family",54
Battle of the Year,20-Sep-13,Music,29
Enron: The Smartest Guys in the Room,22-Apr-05,Documentary,82
Marley,20-Apr-12,"Biography,Music,Documentary",82
In the House,19-Apr-13,"Mystery,Thriller",72
Ginger & Rosa,15-Mar-13,Drama,69
Neon Bull,08-Apr-16,Drama,80
The Jane Austen Book Club,21-Sep-07,"Drama,Romance",61
The Animal,01-Jun-01,Comedy,43
King Kong,07-Apr-33,"Adventure,Sci-Fi,Horror",90
The Maid,16-Oct-09,Drama,82
Fullmetal Alchemist: The Sacred Star of Milos,20-Jan-12,"Action,Adventure,Sci-Fi,Fantasy,Animation",54
Saraband,08-Jul-05,"Drama,Music",80
Metropolis,25-Jan-02,"Action,Adventure,Sci-Fi,Drama,Thriller,Romance,Crime,Animation",75
Born to be Blue,25-Mar-16,"Biography,Drama,Music,Musical",64
Barry Lyndon,18-Dec-75,"Adventure,Drama,History,War",89
Children Underground,19-Sep-01,Documentary,85
Whitney,06-Jul-18,"Biography,Music,Documentary",75
The Cooler,26-Nov-03,"Drama,Romance",69
On Chesil Beach,18-May-18,"Drama,Romance",62
I'm Not Scared,09-Apr-04,"Drama,Mystery,Thriller",73
In Fear,07-Mar-14,"Mystery,Thriller,Horror",66
Emelie,04-Mar-16,"Thriller,Horror",62
Little,12-Apr-19,"Fantasy,Comedy,Romance",49
Point Blank,29-Jul-11,"Action,Thriller,Crime",75
Undertow,22-Oct-04,"Drama,Thriller",63
The Wild Life,09-Sep-16,"Adventure,Comedy,Animation,Family",36
Carandiru,14-May-04,"Drama,Crime",71
Live Flesh,16-Jan-98,"Drama,Thriller,Romance",69
Fly Me to the Moon 3D,15-Aug-08,"Adventure,Animation,Family",36
Keep the Lights On,07-Sep-12,Drama,79
Starting Out in the Evening,23-Nov-07,"Drama,Romance",78
Roger Dodger,25-Oct-02,"Drama,Comedy",75
Hounds of Love,12-May-17,"Drama,Mystery,Thriller,Horror,Crime",73
The Devil's Candy,17-Mar-17,Horror,72
Yossi & Jagger,24-Sep-03,"Drama,Romance,War",70
Chéri,26-Jun-09,"Drama,Romance",63
The Boys Are Back,25-Sep-09,Drama,57
Casino Jack,17-Dec-10,Thriller,51
Dead or Alive,08-Jun-01,"Drama,Thriller,Crime",49
Monsters: Dark Continent,17-Apr-15,"Sci-Fi,Drama,Thriller,War",42
The Lure,01-Feb-17,"Drama,Thriller,Horror,Comedy,Musical",72
The Snowtown Murders,02-Mar-12,"Drama,Thriller,Crime",66
How to Talk to Girls at Parties,25-May-18,"Sci-Fi,Comedy,Romance,Music",50
The Vatican Tapes,24-Jul-15,"Thriller,Horror",38
Panic,12-Jan-01,"Drama,Thriller,Comedy,Crime",77
Novitiate,27-Oct-17,Drama,73
12,04-Mar-09,"Drama,Thriller,Crime,War",72
The Angels' Share,12-Apr-13,"Drama,Comedy",66
Ten Thousand Saints,14-Aug-15,"Drama,Comedy,Music",62
Beyond the Hills,08-Mar-13,Drama,79
The Aura,17-Nov-06,"Drama,Thriller,Crime",78
Hara-Kiri: Death of a Samurai,20-Jul-12,Drama,76
$9.99 ,19-Jun-09,"Drama,Animation",68
Abominable,27-Sep-19,"Adventure,Fantasy,Comedy,Animation,Family",62
A Field in England,07-Feb-14,"Drama,History,Thriller,Horror",73
Monkey Kingdom,17-Apr-15,Documentary,72
Manifesto,10-May-17,Drama,72
The Housemaid,21-Jan-11,Thriller,68
Late Phases,21-Nov-14,"Drama,Horror",51
Distant,12-Mar-04,Drama,84
Caesar Must Die,06-Feb-13,Drama,77
The Student,21-Apr-17,Drama,76
The Magnificent Seven,23-Oct-60,"Action,Adventure,Western",74
Chuck,05-May-17,"Biography,Drama,Sport",68
Gideon's Army,28-Jun-13,Documentary,87
The Joy Luck Club,08-Sep-93,"Drama,Romance",84
WarGames,03-Jun-83,"Sci-Fi,Thriller",77
Beautiful Boy,03-Jun-11,Drama,62
Vamps,02-Nov-12,"Horror,Comedy,Romance",57
Black Rock,17-May-13,"Thriller,Horror",46
Notre musique,24-Nov-04,"Drama,History",77
The Cakemaker,29-Jun-18,Drama,74
Heading South,07-Jul-06,Drama,73
The Harvest,10-Apr-15,"Thriller,Horror",68
Basquiat,09-Aug-96,"Biography,Drama",65
Blackthorn,07-Oct-11,Western,61
49 Up,06-Oct-06,"Biography,Documentary",84
Tony Takitani,29-Jul-05,Drama,80
War Dance,09-Nov-07,"War,Music,Documentary",68
Terms and Conditions May Apply,12-Jul-13,"Documentary,News",68
Russian Dolls,10-May-06,"Drama,Comedy,Romance",67
The Hummingbird Project,15-Mar-19,"Drama,Thriller",58
Wilson,24-Mar-17,"Drama,Comedy",49
Paris Can Wait,12-May-17,"Drama,Comedy,Romance",48
Shock and Awe,13-Jul-18,"Biography,Drama,History,Thriller",47
The Flat,12-Oct-12,Documentary,83
Sweet Virginia,17-Nov-17,"Drama,Thriller",72
Kicks,09-Sep-16,Adventure,69
Chris & Don. A Love Story,13-Jun-08,"Biography,Romance,Documentary",81
Bill Cunningham New York,16-Mar-11,"Biography,Documentary",76
Dark Days,30-Aug-00,Documentary,75
The Song of Sparrows,03-Apr-09,Drama,74
Whitey: United States of America v. James J. Bulger,27-Jun-14,"Biography,Crime,Documentary",71
What They Had,19-Oct-18,Drama,69
Leonard Cohen: I'm Your Man,21-Jun-06,"Biography,Music,Documentary",68
Price Check,16-Nov-12,"Drama,Comedy",67
The Confirmation,18-Mar-16,Comedy,65
Lilting,26-Sep-14,"Drama,Romance",61
Galveston,19-Oct-18,"Action,Drama,Thriller,Crime",57
Burma VJ: Reporter i et lukket land,20-May-09,"History,Thriller,Crime,Documentary",82
Test,06-Jun-14,Drama,70
Dark River,29-Jun-18,"Drama,Mystery,Thriller",69
American Fable,17-Feb-17,Thriller,55
Stranded,26-Jul-13,"Sci-Fi,Horror",27
Sir! No Sir!,07-Apr-06,"War,Documentary",74
Where Is Kyra?,06-Apr-18,Drama,72
Dior and I,10-Apr-15,Documentary,70
Hearts and Minds (re-release),22-Oct-04,"War,Documentary",68
The Wind,05-Apr-19,"Horror,Western",66
Supermensch: The Legend of Shep Gordon,06-Jun-14,"Biography,Documentary",64
A LEGO Brickumentary,31-Jul-15,Documentary,51
Stung,03-Jul-15,"Horror,Comedy,Romance",46
Dear Dictator,16-Mar-18,Comedy,44
Promises,15-Mar-02,Documentary,80
Li'l Quinquin,02-Jan-15,"Mystery,Comedy,Crime",79
Grace Jones: Bloodlight and Bami,13-Apr-18,Documentary,75
The Italian,19-Jan-07,"Drama,Family",74
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,25-Sep-15,"Biography,History,Comedy,Documentary",74
I Like Killing Flies,28-Jul-06,Documentary,71
Babe: Pig in the City,25-Nov-98,"Adventure,Drama,Fantasy,Comedy,Family",68
